cwd	2026-06-06T19:38:57.409Z	019e9e72-0268-7991-94e4-a03897cbaaf5	243601	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T04-38-57-019e9e72-0268-7991-94e4-a03897cbaaf5.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T04-38-57-019e9e72-0268-7991-94e4-a03897cbaaf5.jsonl
cwd	2026-06-06T19:40:53.437Z	019e9e73-c7af-7d73-9fdf-79e8b86889d5	264882	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T04-40-53-019e9e73-c7af-7d73-9fdf-79e8b86889d5.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T04-40-53-019e9e73-c7af-7d73-9fdf-79e8b86889d5.jsonl
cwd	2026-06-06T19:52:08.276Z	019e9e7e-13b4-72b2-8114-9b96d369aa90	981296	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T04-52-08-019e9e7e-13b4-72b2-8114-9b96d369aa90.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T04-52-08-019e9e7e-13b4-72b2-8114-9b96d369aa90.jsonl
cwd	2026-06-06T20:28:02.258Z	019e9e9e-f1b7-7b70-9642-b75e4a3f2ff5	284640	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T05-28-02-019e9e9e-f1b7-7b70-9642-b75e4a3f2ff5.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T05-28-02-019e9e9e-f1b7-7b70-9642-b75e4a3f2ff5.jsonl
cwd	2026-06-06T20:31:16.953Z	019e9ea1-ea44-7211-9ffb-b4fe74bbc839	251601	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T05-31-16-019e9ea1-ea44-7211-9ffb-b4fe74bbc839.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T05-31-16-019e9ea1-ea44-7211-9ffb-b4fe74bbc839.jsonl
cwd	2026-06-06T20:42:53.343Z	019e9eac-8a85-7001-8022-a3785a95a6b5	360894	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T05-42-53-019e9eac-8a85-7001-8022-a3785a95a6b5.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T05-42-53-019e9eac-8a85-7001-8022-a3785a95a6b5.jsonl
cwd	2026-06-06T20:46:09.804Z	019e9eaf-89f6-7463-8c42-c43b2e00e48c	354077	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T05-46-09-019e9eaf-89f6-7463-8c42-c43b2e00e48c.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T05-46-09-019e9eaf-89f6-7463-8c42-c43b2e00e48c.jsonl
cwd	2026-06-06T20:50:46.247Z	019e9eb3-c1c7-73b1-8a98-00f9a5cb4d92	415284	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T05-50-46-019e9eb3-c1c7-73b1-8a98-00f9a5cb4d92.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T05-50-46-019e9eb3-c1c7-73b1-8a98-00f9a5cb4d92.jsonl
cwd	2026-06-06T21:01:10.194Z	019e9ebd-4718-79e3-83f8-9308e069731f	258083	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T06-01-10-019e9ebd-4718-79e3-83f8-9308e069731f.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T06-01-10-019e9ebd-4718-79e3-83f8-9308e069731f.jsonl
cwd	2026-06-06T21:51:00.593Z	019e9eea-e848-7a13-b10c-a3ec2dd6b79a	310840	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T06-51-00-019e9eea-e848-7a13-b10c-a3ec2dd6b79a.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T06-51-00-019e9eea-e848-7a13-b10c-a3ec2dd6b79a.jsonl
cwd	2026-06-06T21:55:59.132Z	019e9eef-768a-7fd1-9623-923cf9ea71f1	7504267	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T06-55-59-019e9eef-768a-7fd1-9623-923cf9ea71f1.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T06-55-59-019e9eef-768a-7fd1-9623-923cf9ea71f1.jsonl
cwd	2026-06-06T22:22:35.234Z	019e9f07-e47b-7040-9368-3841adfc18fa	4540112	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T07-22-35-019e9f07-e47b-7040-9368-3841adfc18fa.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T07-22-35-019e9f07-e47b-7040-9368-3841adfc18fa.jsonl
cwd	2026-06-06T22:44:58.133Z	019e9f1c-6236-7090-ad7a-998db5f68142	560745	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T07-44-58-019e9f1c-6236-7090-ad7a-998db5f68142.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T07-44-58-019e9f1c-6236-7090-ad7a-998db5f68142.jsonl
cwd	2026-06-06T22:51:30.192Z	019e9f22-5da2-7371-abbd-bf763ebe7031	5735821	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T07-51-30-019e9f22-5da2-7371-abbd-bf763ebe7031.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T07-51-30-019e9f22-5da2-7371-abbd-bf763ebe7031.jsonl
cwd	2026-06-06T23:26:55.162Z	019e9f42-ca0f-7e52-bffd-eb4318ca4718	53325	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T08-26-55-019e9f42-ca0f-7e52-bffd-eb4318ca4718.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T08-26-55-019e9f42-ca0f-7e52-bffd-eb4318ca4718.jsonl
cwd	2026-06-06T23:40:48.015Z	019e9f4f-7f9c-7492-8b20-082163207e2b	45765	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T08-40-48-019e9f4f-7f9c-7492-8b20-082163207e2b.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T08-40-48-019e9f4f-7f9c-7492-8b20-082163207e2b.jsonl
cwd	2026-06-07T07:24:22.885Z	019ea0f7-eaa5-74e0-8a3d-8cdfe06b82f8	784271	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T16-24-22-019ea0f7-eaa5-74e0-8a3d-8cdfe06b82f8.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T16-24-22-019ea0f7-eaa5-74e0-8a3d-8cdfe06b82f8.jsonl
cwd	2026-06-07T07:27:01.651Z	019ea0fa-5748-7090-a0d8-83cb0d9705ec	3122102	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T16-27-01-019ea0fa-5748-7090-a0d8-83cb0d9705ec.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T16-27-01-019ea0fa-5748-7090-a0d8-83cb0d9705ec.jsonl
cwd	2026-06-07T07:39:26.100Z	019ea105-b331-7073-9bd1-e802a1c775db	19048880	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T16-39-26-019ea105-b331-7073-9bd1-e802a1c775db.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T16-39-26-019ea105-b331-7073-9bd1-e802a1c775db.jsonl
cwd	2026-06-07T12:55:43.023Z	019ea227-43c7-75e3-99ff-7b011f5cf9c0	488786	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T21-55-43-019ea227-43c7-75e3-99ff-7b011f5cf9c0.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T21-55-43-019ea227-43c7-75e3-99ff-7b011f5cf9c0.jsonl
cwd	2026-06-07T13:02:47.286Z	019ea22d-bd94-7431-8329-616bcdfd79f3	175305	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T22-02-47-019ea22d-bd94-7431-8329-616bcdfd79f3.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T22-02-47-019ea22d-bd94-7431-8329-616bcdfd79f3.jsonl
cwd	2026-06-07T13:10:35.059Z	019ea234-df3b-7690-b542-6713433c5797	10186310	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T22-10-35-019ea234-df3b-7690-b542-6713433c5797.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-07T22-10-35-019ea234-df3b-7690-b542-6713433c5797.jsonl
mention	2026-06-07T13:10:46.875Z	019ea235-0dd0-7943-8bb1-229ab569af99	199223	C:\Users\nezow\.codex\sessions\2026\06\07\rollout-2026-06-07T22-10-46-019ea235-0dd0-7943-8bb1-229ab569af99.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-07T22-10-46-019ea235-0dd0-7943-8bb1-229ab569af99.jsonl
mention	2026-06-07T15:01:08.944Z	019ea29a-1a5e-72a1-b995-9f940fed8d3c	1013468	C:\Users\nezow\.codex\sessions\2026\06\08\rollout-2026-06-08T00-01-08-019ea29a-1a5e-72a1-b995-9f940fed8d3c.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-08T00-01-08-019ea29a-1a5e-72a1-b995-9f940fed8d3c.jsonl
cwd	2026-06-07T15:43:29.386Z	019ea2c0-dc5e-7870-8da4-50d15762383d	78688324	C:\Users\nezow\.codex\sessions\2026\06\08\rollout-2026-06-08T00-43-29-019ea2c0-dc5e-7870-8da4-50d15762383d.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_cwd\rollout-2026-06-08T00-43-29-019ea2c0-dc5e-7870-8da4-50d15762383d.jsonl
mention	2026-06-09T08:00:16.205Z	019eab65-7e75-7822-840f-68a9526621fb	240838	C:\Users\nezow\.codex\sessions\2026\06\09\rollout-2026-06-09T17-00-16-019eab65-7e75-7822-840f-68a9526621fb.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-09T17-00-16-019eab65-7e75-7822-840f-68a9526621fb.jsonl
mention	2026-06-13T12:26:43.385Z	019ec0f2-de3f-72a3-80bf-b1959e4062ae	10257457	C:\Users\nezow\.codex\sessions\2026\06\13\rollout-2026-06-13T21-26-43-019ec0f2-de3f-72a3-80bf-b1959e4062ae.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-13T21-26-43-019ec0f2-de3f-72a3-80bf-b1959e4062ae.jsonl
mention	2026-06-14T04:36:36.575Z	019ec46a-d5c9-72e2-a1da-bca5ba0c2d2e	1567791	C:\Users\nezow\.codex\sessions\2026\06\14\rollout-2026-06-14T13-36-36-019ec46a-d5c9-72e2-a1da-bca5ba0c2d2e.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-14T13-36-36-019ec46a-d5c9-72e2-a1da-bca5ba0c2d2e.jsonl
mention	2026-06-14T19:29:49.630Z	019ec79c-9978-7382-9edf-2ae4aa692e12	421080	C:\Users\nezow\.codex\sessions\2026\06\15\rollout-2026-06-15T04-29-49-019ec79c-9978-7382-9edf-2ae4aa692e12.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-15T04-29-49-019ec79c-9978-7382-9edf-2ae4aa692e12.jsonl
mention	2026-06-15T12:27:48.670Z	019ecb40-983c-7ad3-af8e-e3894a0f6ec2	524770	C:\Users\nezow\.codex\sessions\2026\06\15\rollout-2026-06-15T21-27-48-019ecb40-983c-7ad3-af8e-e3894a0f6ec2.jsonl	C:\Users\nezow\.codex\gptokemon\sessions_mentions\rollout-2026-06-15T21-27-48-019ecb40-983c-7ad3-af8e-e3894a0f6ec2.jsonl
